"ID","MRKT_NM","CTPRVN_NM","SIGNGU_NM","LEGALDONG_CD","LEGALDONG_NM","ADSTRD_CD","ADSTRD_NM","ROAD_NM_CD","FCLTY_ROAD_NM_ADDR","ZIP_NO","GID_CD","FCLTY_LA","FCLTY_LO","MRKT_TY_CD","MRKT_OPER_PD","STORE_CO","MRKT_SLE_PRDLST_CN","USE_GCCT_CN","HMPG_URL","TOILET_EXST_AT","PRKPLCE_EXST_AT","MRKT_OPNNG_YEAR","REPRSNT_TEL_NO","SIGNGU_POPLTN_CO","SIGNGU_MRKT_CO","SIGNGU_STORE_CO","STORE_POPLTN_CO","FILE_NM","BASE_DE","KBS_URL_CN","MBC_URL_CN","SBS_URL_CN","NVRTV_URL_CN","KKOTV_URL_CN"
"KC603PO20N000000027","도일시장","경기도","시흥시","4139012700","거모동","4139058100","군자동","41","경기도 시흥시 도일로 100-4","15069","다사365269","37.3393902","126.7840607","상설장+5일장","5일","54.0","농산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스","온누리+지역사랑상품권","","Y","N","","","497925.0","4.0","332.0","1500.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC4&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC2&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC3&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC1&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021098987-01-000_MFSC1&program_code=T2018-0429&program_id=PS-2021098987-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC4&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC2&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC3&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC1&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021098987-01-000_MFSC1&program_code=T2018-0429&program_id=PS-2021098987-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC4&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC2&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC3&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021104456-01-000_MFSC1&program_code=T2007-0188&program_id=PS-2021104456-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021098987-01-000_MFSC1&program_code=T2018-0429&program_id=PS-2021098987-01-000&section_code=05&broadcast_complete_yn=N","","","",""
"KC603PO20N000000028","덕풍전통시장","경기도","하남시","4145010800","덕풍동","4145056000","덕풍3동","41","경기도 하남시 수리북로 22","12969","다사737491","37.5415387","127.2029190","상설장+5일장","5일","185.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","온누리+지역사랑상품권","","Y","Y","","","291075.0","3.0","409.0","712.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018127804-01-000_SC02&program_code=T2000-0093&program_id=PS-2018127804-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2018127804-01-000_SC03&program_code=T2000-0093&program_id=PS-2018127804-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/3747458?query=%EB%8D%95%ED%92%8D%EC%A0%84%ED%86%B5%EC%8B%9C%EC%9E%A5&plClips=false:3747458:3747470:14121424:14121622:19652428:16767867:9253833:8424327:11849883:11104965:11104936,https://tv.naver.com/v/3747470?query=%EB%8D%95%ED%92%8D%EC%A0%84%ED%86%B5%EC%8B%9C%EC%9E%A5&plClips=false:3747458:3747470:14121424:14121622:19652428:16767867:9253833:8424327:11849883:11104965:11104936","https://tv.kakao.com//channel/2653341/cliplink/388530991,https://tv.kakao.com//channel/2653341/cliplink/388530946"
"KC603PO20N000000029","강화중앙시장(a동b동)","인천광역시","강화군","2871025021","강화읍","2871025000","강화읍","28","인천광역시 강화군 강화읍 중앙로 17-9","23027","다사112717","37.7414215","126.4928692","상설장","-","84.0","농산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,","온누리+지역사랑상품권","","Y","Y","1981","","69074.0","6.0","866.0","80.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000030","수정시장","부산광역시","동구","2617010200","수정동","2617057000","수정2동","26","부산광역시 동구 고관로 106","48790","마라408825","35.1282584","129.0463919","상설장","-","53.0","축산물,수산물,가공식품,가정용품,음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","Y","1979","","89031.0","20.0","7374.0","12.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","https://tv.naver.com/v/8557182?query=%EC%88%98%EC%A0%95%EC%8B%9C%EC%9E%A5&plClips=false:16335425:15431964:9548210:8557182:13207282:11473832:21034548:19441287:16252850:19973236:19701046:19716790:19054823:18252940:4642864:14054688:18397267:18810800:4367132:10879380:9598296:19727593:12214189:12205579:13166263:19981774:13547053:18897930:13543149:11522883:21317818:19757028:3562341:5132101:11340077:20803900:21975181:20654087:13817160:22013814,https://tv.naver.com/v/8557182?query=%EC%88%98%EC%A0%95%EC%8B%9C%EC%9E%A5&plClips=false:16335425:15431964:9548210:8557182:13207282:11473832:21034548:19441287:16252850:19973236:19701046:19716790:19054823:18252940:4642864:14054688:18397267:18810800:4367132:10879380:9598296:19727593:12214189:12205579:13166263:19981774:13547053:18897930:13543149:11522883:21317818:19757028:3562341:5132101:11340077:20803900:21975181:20654087:13817160:22013814","https://tv.kakao.com//channel/2993678/cliplink/398895667"
"KC603PO20N000000031","종로신진시장","서울특별시","종로구","1111016300","종로5가","1111063000","종로5.6가동","11","서울특별시 종로구 종로36길 15(종로5가)","03197","다사562524","37.5702085","127.0040161","상설장","-","115.0","가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","N","","","149549.0","36.0","20299.0","7.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020169737-01-000_MFSC1&program_code=T2000-0093&program_id=PS-2020169737-01-000&section_code=05&broadcast_complete_yn=N","http://playvod.imbc.com/Vod/ClipPlay?broadcastId=1003106101201100001","","https://tv.naver.com/v/11145414?query=%EC%A2%85%EB%A1%9C%EC%8B%A0%EC%A7%84%EC%8B%9C%EC%9E%A5&plClips=false:11145414:16458129:21902224:4871693:11145535:21902254:11145338:12960710:12960723:21902272:12998672:8844182:5477399:5460226:5461167:12997136:5089014:5466470:5462602:2368331,https://tv.naver.com/v/16458129?query=%EC%A2%85%EB%A1%9C%EC%8B%A0%EC%A7%84%EC%8B%9C%EC%9E%A5&plClips=false:11145414:16458129:21902224:4871693:11145535:21902254:11145338:12960710:12960723:21902272:12998672:8844182:5477399:5460226:5461167:12997136:5089014:5466470:5462602:2368331,https://tv.naver.com/v/11145535?query=%EC%A2%85%EB%A1%9C%EC%8B%A0%EC%A7%84%EC%8B%9C%EC%9E%A5&plClips=false:11145414:16458129:21902224:4871693:11145535:21902254:11145338:12960710:12960723:21902272:12998672:8844182:5477399:5460226:5461167:12997136:5089014:5466470:5462602:2368331,https://tv.naver.com/v/11145338?query=%EC%A2%85%EB%A1%9C%EC%8B%A0%EC%A7%84%EC%8B%9C%EC%9E%A5&plClips=false:11145414:16458129:21902224:4871693:11145535:21902254:11145338:12960710:12960723:21902272:12998672:8844182:5477399:5460226:5461167:12997136:5089014:5466470:5462602:2368331","https://tv.kakao.com//channel/2653341/cliplink/413616462,https://tv.kakao.com//channel/2653197/cliplink/404157639,https://tv.kakao.com//channel/2653197/cliplink/404156460,https://tv.kakao.com//channel/2653197/cliplink/404156418"
"KC603PO20N000000032","남양시장","경기도","화성시","4159026221","남양읍","4159026200","남양읍","41","경기도 화성시 남양읍 남양시장로 61일원","18258","다사393124","37.2090267","126.8161096","상설장+5일장","5일","404.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","","Y","Y","1935","","853106.0","6.0","2289.0","373.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2017014407-01-000_SC02&program_code=T2000-0093&program_id=PS-2017014407-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2017014407-01-000_SC01&program_code=T2000-0093&program_id=PS-2017014407-01-000&section_code=05&broadcast_complete_yn=N","","","",""
"KC603PO20N000000033","양재시장","서울특별시","서초구","1165010200","양재동","1165065100","양재1동","11","서울특별시 서초구 남부순환로356길 15(양재동)","06738","다사591428","37.4843108","127.0379660","상설장","-","31.0","축산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스,","지역사랑상품권","","Y","N","1981","","425431.0","4.0","185.0","2300.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","https://tv.naver.com/v/413823?query=%EC%96%91%EC%9E%AC%EC%8B%9C%EC%9E%A5&plClips=false:19573305:19053654:15528334:21936802:5763757:9074112:20298657:411662:17859199:20373925:3522780:17250479:11106292:15988981:13675999:19573762:3233551:4580440:4816695:19477452:18509662:413823:16572097:3426562:3101080:1695828:4955608:16572026:17455320:17454975:13303199:11602910:11822347:12591878:12436148:21697221:3264663:3459456:18489873:1630978,https://tv.naver.com/v/413823?query=%EC%96%91%EC%9E%AC%EC%8B%9C%EC%9E%A5&plClips=false:19573305:19053654:15528334:21936802:5763757:9074112:20298657:411662:17859199:20373925:3522780:17250479:11106292:15988981:13675999:19573762:3233551:4580440:4816695:19477452:18509662:413823:16572097:3426562:3101080:1695828:4955608:16572026:17455320:17454975:13303199:11602910:11822347:12591878:12436148:21697221:3264663:3459456:18489873:1630978",""
"KC603PO20N000000034","인동시장","경상북도","구미시","4719012100","황상동","4719067000","인동동","47","경상북도 구미시 인동중앙로5길 16-3","39430","라마828905","36.1081977","128.4209296","상설장+5일장","5일","126.0","수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스","온누리+지역사랑상품권","","Y","Y","1989","","416279.0","33.0","5256.0","79.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_LS-20151228141633-01-000_0614-SC03&program_code=T2007-0188&program_id=PS-2015094095-01-000&section_code=05&broadcast_complete_yn=N","","","","https://tv.kakao.com//channel/2653446/cliplink/300035565"
"KC603PO20N000000035","양곡종합상가","경상남도","창원시 성산구","4812312300","신촌동","4812357000","웅남동","48","경상남도 창원시 성산구 신촌로 102","51564","마라027900","35.2008511","128.6283290","상설장","-","94.0","농산물,가공식품,음식점업,기타소매업,근린생활서비스","지역사랑상품권","","Y","Y","","","215143.0","19.0","2837.0","76.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000036","해남읍5일시장","전라남도","해남군","4682025021","해남읍","4682025000","해남읍","46","전라남도 해남군 해남읍 중앙2로 76","59041","다라171197","34.5687850","126.5971566","5일장","5일","178.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","","Y","Y","1964","","68966.0","20.0","1418.0","49.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000037","양동복개상가","광주광역시","서구","2914010400","양동","2914057500","양동","29","광주광역시 서구 양동 천변좌로 243","61924","다라457844","35.1535989","126.9039282","상설장","-","253.0","축산물,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,","온누리+지역사랑상품권","","Y","Y","","","297214.0","17.0","2392.0","124.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000038","북마산중앙시장","경상남도","창원시 마산합포구","4812511900","상남동","4812561000","교방동","48","경상남도 창원시 마산합포구 상남시장로 3","51273","라라974917","35.2160354","128.5711735","상설장","-","257.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스","지역사랑상품권","","Y","N","","","174933.0","20.0","4773.0","37.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000039","대림골목시장","서울특별시","은평구","1138010700","응암동","1138060000","응암3동","11","서울특별시 은평구 응암로 12길 8","03478","다사485544","37.5879137","126.9175082","상설장","-","100.0","농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,기타소매업","온누리+지역사랑상품권","","Y","N","","","480617.0","16.0","1150.0","418.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000040","강화터미널상가","인천광역시","강화군","2871025021","강화읍","2871025000","강화읍","28","인천광역시 강화군 남산리 중앙로 43","23037","다사110716","37.7397767","126.4904067","상설장","-","112.0","축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스","온누리+지역사랑상품권","","Y","Y","1994","","69074.0","6.0","866.0","80.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000041","망미종합시장","부산광역시","수영구","2650010100","망미동","2650074000","망미1동","26","부산광역시 수영구 연수로310번길 16","48235","마라460874","35.1718024","129.1035626","상설장","-","143.0","농산물,축산물,수산물,가공식품,가정용품,음식점업,기타소매업,근린생활서비스,","지역사랑상품권","","Y","N","1978","","176885.0","38.0","2851.0","62.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000042","광영상설시장","전라남도","광양시","4623010800","광영동","4623054000","광영동","46","전라남도 광양시 광영동 광영시장길 19","57721","라라201629","34.9614459","127.7203697","상설장","-","41.0","농산물,축산물,수산물,가공식품,음식점업,기타소매업,","온누리+지역사랑상품권","","Y","Y","1987","","150680.0","11.0","831.0","181.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000043","신촌시장","경상남도","창원시 의창구","4812131021","북면","4812131000","북면","48","경상남도 창원시 의창구 북면 천주로 1144-8","51103","마마007067","35.3516732","128.6087931","5일장","매일","36.0","농산물, 생필품","","","Y","Y","1920","0552124413","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000044","가술시장","경상남도","창원시 의창구","4812132021","대산면","4812132000","대산면","48","경상남도 창원시 의창구 대산면 가술길1번길 6-1","51124","마마097049","35.3344350","128.7072948","5일장","1일+6일","","농산물","","","Y","Y","1929","0552124413","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000045","소계시장","경상남도","창원시 의창구","4812110700","소계동","4812151000","의창동","48","경상남도 창원시 의창구 소계로 83-6(소계동)","51183","라라999962","35.2567588","128.5989657","상설장","매일","62.0","생필품","온누리상품권","","Y","N","1984","0552560285","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000046","소계옛길시장","경상남도","창원시 의창구","4812110700","소계동","4812151000","의창동","48","경상남도 창원시 의창구 소계로 93-5(소계동)","51183","라라999963","35.2572629","128.5985122","상설장","매일","53.0","즉석식품, 농산물, 생필품","온누리상품권","","N","N","2015","0552521020","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000047","북동공설시장","경상남도","창원시 의창구","4812110100","북동","4812151000","의창동","48","경상남도 창원시 의창구 의안로 49번길 30(북동)","51196","마라019973","35.2661806","128.6206956","상설장","매일","30.0","약초, 중탕, 떡등","","","Y","Y","2001","0552993108","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000048","소답시장","경상남도","창원시 의창구","4812110100","북동","4812151000","의창동","48","경상남도 창원시 의창구 읍성로 33번길 8(북동)","51198","마라019972","35.2656394","128.6212757","상설장","매일+2일+7일","68.0","농산물, 생필품","온누리상품권","","Y","Y","2012","0552533384","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K02_PS-2020217491-01-000_MFSC3&program_code=T2014-0844&program_id=PS-2020217491-01-000&section_code=05&broadcast_complete_yn=N","","","",""
"KC603PO20N000000049","대동중앙상가","경상남도","창원시 의창구","4812112900","팔용동","4812152000","팔룡동","48","경상남도 창원시 의창구 반계로 105(팔용동)","51373","마라015960","35.2545606","128.6165949","상설장","매일","49.0","생필품","온누리상품권","","Y","N","1993","0552989070","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000050","창원기계공구상가","경상남도","창원시 의창구","4812112900","팔용동","4812152000","팔룡동","48","경상남도 창원시 의창구 창원대로 400(팔용동)","51401","마라038937","35.2337675","128.6410782","상설장","매일","215.0","기계, 공구","온누리상품권","","Y","Y","1993","0552380598","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000051","명곡종합상가","경상남도","창원시 의창구","4812112400","명서동","4812153000","명곡동","48","경상남도 창원시 의창구 명서로 116번길 20(명서동)","51174","마라042953","35.2484874","128.6462193","상설장","매일","129.0","생필품","온누리상품권","","Y","Y","1995","0552737234","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000052","명서시장","경상남도","창원시 의창구","4812112400","명서동","4812153000","명곡동","48","경상남도 창원시 의창구 원이대로 189번길 37-3(명서동)","51174","마라042954","35.2494451","128.6459745","상설장","매일","185.0","먹거리, 떡, 생필품","온누리상품권","","Y","Y","2005","0552653536","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021041899-01-000_MFSC1&program_code=T2000-0093&program_id=PS-2021041899-01-000&section_code=05&broadcast_complete_yn=N,http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2021055488-01-000_MFSC1&program_code=T2018-0429&program_id=PS-2021055488-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/19503574?query=%EB%AA%85%EC%84%9C%EC%8B%9C%EC%9E%A5&plClips=false:19503574:17274262:21008082:18383632:20464927:18180968:20614325:19815294:19880688:16736564:19691775:17437387:20084323:19890455:18764207:18712472:18887959:18772908:19227137:14315502:15050761:10741193:13936213:13924021:13809655:13807571:9948600:13691721:17172973:11993908:14351256:13422330:14834098:11973816:13982910:15714028:14218044:10651550:10831664:13796568,https://tv.naver.com/v/19503574?query=%EB%AA%85%EC%84%9C%EC%8B%9C%EC%9E%A5&plClips=false:19503574:17274262:21008082:18383632:20464927:18180968:20614325:19815294:19880688:16736564:19691775:17437387:20084323:19890455:18764207:18712472:18887959:18772908:19227137:14315502:15050761:10741193:13936213:13924021:13809655:13807571:9948600:13691721:17172973:11993908:14351256:13422330:14834098:11973816:13982910:15714028:14218044:10651550:10831664:13796568","https://tv.kakao.com//channel/2653341/cliplink/418136550"
"KC603PO20N000000053","창원도계부부시장","경상남도","창원시 의창구","4812110500","도계동","4812153000","명곡동","48","경상남도 창원시 의창구 원이대로 69번길 20(도계동)","51167","마라034963","35.2572148","128.6371392","상설장","매일","107.0","먹거리, 떡, 생필품","온누리상품권","","Y","N","2007","07041138921","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","http://www.kbs.co.kr/index.html?source=smr&sname=vod&stype=vod&contents_id=K01_PS-2020071465-01-000_SC01&program_code=T2000-0093&program_id=PS-2020071465-01-000&section_code=05&broadcast_complete_yn=N","","","https://tv.naver.com/v/13911698?query=%EC%B0%BD%EC%9B%90%EB%8F%84%EA%B3%84%EB%B6%80%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21971568:18952803:16735585:11101229:13911698:20333312:9578684:5370415:21971386:17909880:11848207:16735740:20326090:4660638:11111633:11119166:12056204:13432858:11848341:11119642:11118823:11120145:11119874:15185304:15185519:15185437:15185240:11848238:11111662:11848369:15185278:11111204:11848277:11111472:11118590:11848312:11110382:12234321:11620635:11620713,https://tv.naver.com/v/9578684?query=%EC%B0%BD%EC%9B%90%EB%8F%84%EA%B3%84%EB%B6%80%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21971568:18952803:16735585:11101229:13911698:20333312:9578684:5370415:21971386:17909880:11848207:16735740:20326090:4660638:11111633:11119166:12056204:13432858:11848341:11119642:11118823:11120145:11119874:15185304:15185519:15185437:15185240:11848238:11111662:11848369:15185278:11111204:11848277:11111472:11118590:11848312:11110382:12234321:11620635:11620713,https://tv.naver.com/v/4660638?query=%EC%B0%BD%EC%9B%90%EB%8F%84%EA%B3%84%EB%B6%80%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21971568:18952803:16735585:11101229:13911698:20333312:9578684:5370415:21971386:17909880:11848207:16735740:20326090:4660638:11111633:11119166:12056204:13432858:11848341:11119642:11118823:11120145:11119874:15185304:15185519:15185437:15185240:11848238:11111662:11848369:15185278:11111204:11848277:11111472:11118590:11848312:11110382:12234321:11620635:11620713,https://tv.naver.com/v/13911698?query=%EC%B0%BD%EC%9B%90%EB%8F%84%EA%B3%84%EB%B6%80%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21971568:18952803:16735585:11101229:13911698:20333312:9578684:5370415:21971386:17909880:11848207:16735740:20326090:4660638:11111633:11119166:12056204:13432858:11848341:11119642:11118823:11120145:11119874:15185304:15185519:15185437:15185240:11848238:11111662:11848369:15185278:11111204:11848277:11111472:11118590:11848312:11110382:12234321:11620635:11620713,https://tv.naver.com/v/9578684?query=%EC%B0%BD%EC%9B%90%EB%8F%84%EA%B3%84%EB%B6%80%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21971568:18952803:16735585:11101229:13911698:20333312:9578684:5370415:21971386:17909880:11848207:16735740:20326090:4660638:11111633:11119166:12056204:13432858:11848341:11119642:11118823:11120145:11119874:15185304:15185519:15185437:15185240:11848238:11111662:11848369:15185278:11111204:11848277:11111472:11118590:11848312:11110382:12234321:11620635:11620713,https://tv.naver.com/v/4660638?query=%EC%B0%BD%EC%9B%90%EB%8F%84%EA%B3%84%EB%B6%80%EB%B6%80%EC%8B%9C%EC%9E%A5&plClips=false:21971568:18952803:16735585:11101229:13911698:20333312:9578684:5370415:21971386:17909880:11848207:16735740:20326090:4660638:11111633:11119166:12056204:13432858:11848341:11119642:11118823:11120145:11119874:15185304:15185519:15185437:15185240:11848238:11111662:11848369:15185278:11111204:11848277:11111472:11118590:11848312:11110382:12234321:11620635:11620713","https://tv.kakao.com//channel/2653341/cliplink/409225223,https://tv.kakao.com//channel/2993678/cliplink/401363047"
"KC603PO20N000000054","봉곡프라자상가","경상남도","창원시 의창구","4812112700","봉곡동","4812154000","봉림동","48","경상남도 창원시 의창구 창이대로 205번길 5(봉곡동)","51181","마라054950","35.2454396","128.6595184","상설장","매일","82.0","생필품","온누리상품권","","Y","Y","1994","0552651237","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000055","봉곡시장","경상남도","창원시 의창구","4812112700","봉곡동","4812154000","봉림동","48","경상남도 창원시 의창구 봉곡로 111번길 12(봉곡동)","51147","마라066952","35.2470516","128.6717126","상설장","매일","151.0","생필품, 과일, 생선","온누리상품권","","Y","N","1994","0552671500","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000056","지귀상가","경상남도","창원시 의창구","4812112700","봉곡동","4812154000","봉림동","48","경상남도 창원시 의창구 창이대로 197번길 10-6(봉곡동)","51181","마라054950","35.2453414","128.6591002","상설장","매일","56.0","생필품","","","Y","N","2014","0552880865","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000057","지귀시장","경상남도","창원시 의창구","4812112700","봉곡동","4812154000","봉림동","48","경상남도 창원시 의창구 지귀로 119번길 6(봉곡동)","51181","마라054950","35.2456837","128.6588332","상설장","매일+1일+6일","67.0","생필품, 과일, 생선","온누리상품권","","Y","N","2014","0552376400","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000058","롯데종합상가","경상남도","창원시 의창구","4812112800","용호동","4812155000","용지동","48","경상남도 창원시 의창구 용지로 225(용호동)","51431","마라078938","35.2340375","128.6854320","상설장","매일","66.0","생필품","","","Y","Y","1985","0552813705","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
"KC603PO20N000000059","토월복합상가시장","경상남도","창원시 의창구","4812112600","신월동","4812155000","용지동","48","경상남도 창원시 의창구 신월로 42(신월동)","51442","마라084931","35.2280369","128.6919388","상설장","매일","180.0","생필품","온누리상품권","","Y","Y","1992","0552845079","262743.0","18.0","1587.0","166.0","KC_603_TRD_MART_CTL_STATN_BIZAEA_2020","20210201","","","","",""
